PMID,DOI,PubMed URL,Title,Abstract,Authors,Publication Year,Journal,Publication Types,Language,MeSH Terms,Keywords,Screening Decision,Exclusion Reason,Screening Notes
41928766,10.1093/geroni/igag004,https://pubmed.ncbi.nlm.nih.gov/41928766/,Multilevel risk factors for financial fraud in later life: evidence from China.,"BACKGROUND AND OBJECTIVES: Older adults are particularly vulnerable to financial fraud. However, research on risk factors for later-life fraud has focused more on individual attributes than contextual factors and has not examined diverse types and amounts of financial loss when measuring financial fraud. We address these gaps using a comprehensive framework to explore the multilevel risk factors for fraud in later life.
RESEARCH DESIGN AND METHODS: Using data from the 2015-2018 China Health and Retirement Longitudinal Study (n = 10,010), we employed mixed-effects models to examine three outcomes: fraud exposure, type of victimization, and the amount of financial loss. We analyzed three key elements of routine activity theory: target characteristics (e.g., prior fraud experience, socioeconomic status, cognition), guardianship (e.g., marital status, social participation), and motivated offenders (e.g., local context, available financial institutions, GDP).
RESULTS: Prior fraud experience was associated with all three measures. Better episodic memory and greater social activity were associated with higher fraud exposure, while greater social activity was linked to lower financial loss. Additionally, contextual vulnerabilities (e.g., urban areas and more developed regions) were associated with increased exposure to fraud and financial loss.
DISCUSSION AND IMPLICATIONS: Our findings highlight the need for concerted action across all domains of multilevel factors to reduce fraud exposure, victimization, and financial loss among older adults. Program and policy efforts related to individual-level education, community-based guardianship (e.g., anti-scam hotlines and psychological support), and macro-level policies for monitoring and regulating financial environments should be established to combat financial fraud in later life.",Ting Hu; Flavia Cristina Drumond Andrade; Yu-Chih Chen,2026,Innovation in aging,Journal Article,eng,,Cognition; Contextual factors; Later-life fraud; Repeated fraud experience; Social participation,,,
41416900,10.1093/geronb/gbaf266,https://pubmed.ncbi.nlm.nih.gov/41416900/,Relationship quality moderates the association between neighborhood disadvantage and cognition among Mexican American older adults.,"OBJECTIVES: Neighborhood disadvantage is associated with worse cognition. Historically marginalized groups, including Hispanic individuals, are more likely to live in more disadvantaged neighborhoods. This study investigated whether a modifiable factor, social relationships, moderated the association between neighborhood disadvantage and cognition, and whether these associations differed by gender.
METHODS: This study included 1,951 Mexican American adults (Mage = 81.9; 62% women) from the Hispanic Established Populations for the Epidemiological Study of the Elderly (H-EPESE). Participants were linked to a composite measure of neighborhood disadvantage, the predictor, at the census tract level drawn from the National Neighborhood Data Archive. The Mini-Mental State Examination, measuring global cognition, was the outcome. Social network size, a moderator, includes the total number of children, relatives, and friends spoken to in the last month. Relationship quality, a moderator, was defined by how frequently the individual can count on and discuss deep problems with friends/family. Multiple linear regressions with interaction terms were conducted to assess for moderation, which were repeated across the gender-stratified samples.
RESULTS: Relationship quality, but not social network size, moderated the association between neighborhood disadvantage and cognition. The negative effect of living in the most disadvantaged neighborhood on cognition was observed among those reporting medium relationship quality (B = -2.94, p <.05) and appeared to be driven by women (B = -5.49, p = .02).
DISCUSSION: These findings suggest that interventions to improve cognition among Mexican American older adults in disadvantaged neighborhoods should consider relationship quality and gender in health promotion efforts.",Kiana A Scambray; Monica E Walters; Cindy Tsotsoros; Ángela Gutiérrez; Ketlyne Sol; Hwajung Choi,2026,"The journals of gerontology. Series B, Psychological sciences and social sciences","Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",eng,"Aged; Aged, 80 and over; Female; Humans; Male; Cognition; Interpersonal Relations; Mexican Americans / psychology, statistics & numerical data; Neighborhood Characteristics / statistics & numerical data; Sex Factors; United States",Gender; General linear models; Personal relationships; Social networks; Social support,,,
41479064,10.1007/978-3-032-03402-1_2,https://pubmed.ncbi.nlm.nih.gov/41479064/,"EEGs, Neuropsychological Performance and Financial Capacity in aMCI Patients: a Preliminary Longitudinal Study.","Given the lack of relevant research, the goal of this paper is to present longitudinal data regarding electroencephalograms (EEGs) and financial capacity for amnestic mild cognitive impairment (aMCI) patients in order to examine if there are specific EEG indicators that may reveal financial capacity deficits. A detailed neuropsychological and financial capacity assessment along with EEGs was performed at three time points (baseline, 6-month retest, and 12-month retest). Strong statistically significant correlations were found exclusively for the group of aMCI patients with the lowest financial capacity performance (F1 group) between neuropsychological test performance and EEG recordings. EEGs differentiate aMCI patients into two groups: those with high financial capacity performance and those who fail in financial capacity. For the second group, EEGs measurements can be a promising source of information for predicting those aMCI individuals who need assistance in this complex cognitive domain and in order to prevent financial exploitation.",Vaitsa Giannouli; Eirini Chrisovalantou Leliopoulou; Ioanna Chouvarda; Magda Tsolaki,2026,Advances in experimental medicine and biology,Journal Article,eng,"Humans; Cognitive Dysfunction / physiopathology, psychology, diagnosis; Longitudinal Studies; Male; Neuropsychological Tests; Female; Electroencephalography; Aged; Middle Aged; Aged, 80 and over",EEG; Financial capacity; Neuropsychological assessment; aMCI,,,
41595852,10.3390/ijerph23010058,https://pubmed.ncbi.nlm.nih.gov/41595852/,Ability to Detect Digital Risks: Effects of an Educational Intervention and Dementia Risk Level.,"INTRODUCTION: Several studies have been conducted in the field of education for older adults, with an emphasis on teaching and learning processes related to the use of digital technologies. Among the relevant aspects to be considered in this context is the cognitive vulnerability of this age group in terms of digital security.
OBJECTIVE: The aim of this study was to analyze the relationship between cognitive aspects of older adults and their ability to identify digital risks, before and after participating in an educational intervention, as well as the effect of the intervention on cognition in this age group.
METHODOLOGY: Analyses were conducted according to the educational intervention and control groups, further stratified by digital risk (SJT) and dementia risk, according to the ACE-R test. The Mann-Whitney test was used to identify possible differences in the likelihood of falling for digital scams, considering the dimensions generated by the simulations (SJT).
RESULTS: Overall, the educational intervention was effective for the media education dimension (delta -0.5), regardless of dementia risk. More specifically, a particular effect was observed in the post-intervention stage.
CONCLUSIONS: The educational intervention was able to promote cognitive gains and reduce digital risks among older adults, particularly in the identification of misinformation, underscoring the importance of continuous and adapted programs to promote digital security in this population.",Ricardo de Oliveira Ferreira; Isabella Gomes de Oliveira Karnikowski; Emmanuely Nunes Costa; Aline Gomes de Oliveira; Mariana Sodário Cruz; Iolanda Bezerra Dos Santos Brandão; Margô Gomes de Oliveira Karnikowski,2025,International journal of environmental research and public health,Journal Article,eng,"Dementia / epidemiology; Humans; Digital Media; Aged; Cognition; Aged, 80 and over; Digital Technology; Risk Assessment",Addenbrooke’s Cognitive Examination; digital intervention; older adults,,,
41350508,10.1007/s13304-025-02459-9,https://pubmed.ncbi.nlm.nih.gov/41350508/,Conceptualizing surgical ageism to address age-based discrimination.,"Ageism is an underrecognized form of discrimination that compromises equity, autonomy, and health outcomes for older adults. Inappropriate age-based assumptions can result in the underutilization of beneficial procedures, delayed interventions, and inequitable resource allocation. To conceptualize ageism in surgery by exploring its cognitive, systemic, and ethical underpinnings, and to propose actionable strategies to mitigate its impact on surgical decision-making and patient care. Through a conceptual framework, data from epidemiological studies, clinical trials, systematic reviews, and health policy reports were synthesized, providing proof for physicians' attitudes, systemic practices and ethical frameworks in perpetuating surgical ageism. Proof that cognitive biases can fuel ageism in surgery was demonstrated across multiple studies involving over 149,000 participants and more than 30 individual studies, each highlighting distinct biases that skew surgical decision-making, especially for older adults. Proof that systemic inequities contribute to surgical ageism was evidenced by studies on transplant referral, clinical trial exclusion, and ethical resource allocation frameworks, involving over 24,000 participants and multiple large-scale reviews. Finally, evidence supporting that educational strategies can mitigate ageism and the need for anti-ageism measures, was drawn from a range of studies involving over 20,000 participants across at least 80 studies. Surgical ageism stems from a confluence of cognitive, structural, and cultural factors. By addressing the drivers of ageism and implementing inclusive policies, the surgical community can promote person-centred care and uphold the dignity and rights of older adults in line with global health equity goals.",Alessandro Cucchetti; Giammauro Berardi; Giuseppe Maria Ettorre; Giorgio Ercolani,2025,Updates in surgery,Journal Article,eng,,Ageism; Cognitive biases; Discrimination; Frailty; Risk assessment; Surgery,,,
41405380,10.1002/alz.71003,https://pubmed.ncbi.nlm.nih.gov/41405380/,Brain and cognitive correlates of social status across race/ethnicity and sex/gender.,"INTRODUCTION: Subjective social status (SSS) in the United States relates to cognition. Few studies assess SSS in one's community, examine brain correlates, or consider associations across the intersection of sex/gender and race/ethnicity.
METHODS: A total of 867 participants from the Washington Heights-Inwood Columbia Aging Project completed MacArthur Scales of SSS for the United States and the community. Cognitive reserve was residual variance in episodic memory after accounting for gray matter and white matter hyperintensity (WMH) volumes. Linear regressions assessed relationships between SSS, brain health, and cognitive reserve. Interactions examined moderation by group.
RESULTS: There were no relationships in the full sample. The relationship between higher SSS-community and lower WMH was strongest among White women (interaction B = -0.33, p = 0.047).
DISCUSSION: This study highlights the value of assessing community standing, which may be more associated with brain health than U.S. standing. Future work should examine social exposures that shape differential links between SSS and brain health across groups.
HIGHLIGHTS: Community standing was more strongly linked to brain health, not cognitive reserve. Community standing may be more relevant to brain health than U.S. standing. Higher community standing is associated with better brain health in White women.",Kiana A Scambray; Monica E Walters; Emily P Morris; Robrielle M Pierce; Adam M Brickman; Laura B Zahodne,2025,Alzheimer's & dementia : the journal of the Alzheimer's Association,"Journal Article; Research Support, N.I.H., Extramural",eng,"Aged; Aged, 80 and over; Female; Humans; Male; Middle Aged; Brain / diagnostic imaging; Cognition / physiology; Cognitive Reserve / physiology; Ethnicity; Magnetic Resonance Imaging; Memory, Episodic; Sex Factors; Social Status; United States; White Matter / diagnostic imaging; Racial Groups",aging; ethnicity; gender; health disparities; intersectionality; neuroimaging; older adults; race,,,
41140944,10.3390/jal5040043,https://pubmed.ncbi.nlm.nih.gov/41140944/,The relationship between Subjective Cognitive Decline-Financial Interference and excess Spending in Older Adults With and Without Early Memory Loss.,"BACKGROUND/OBJECTIVE: This study examined whether a brief measure combining subjective cognitive concerns and financial interference, termed Subjective Cognitive Decline-Financial (SCD-F), is associated with excess spending behavior in older adults.
METHODS: Community-dwelling older adults, some with early memory loss and some with no cognitive complaints (N = 150, M age = 72.6) provided 12 months of checking account statements and participated in interviews to clarify aspects of their personal financial behaviors. SCD-F was defined by asking if memory decline was interfering with financial decision making or transactions. A 3-point SCD-F measure was created. Excess spending was determined by whether checking account expenditures exceeded all sources of income. Nonparametric tests (Kruskal-Wallis and Mann-Whitney U) and multiple regression models assessed group differences and predictors.
RESULTS: Group differences in excess spending were pronounced (H(2) = 15.75, p < .001). Those in the high SCD-F group had a significantly greater likelihood of excess spending (Z = -4.11; r = .43) and higher excess spending percentages (Z = -4.11; r = .43) compared to those with no memory loss. Regression analyses indicated that SCD-F was the strongest predictor of excessive spending (β = .40, t = 5.43, p < .001), even after controlling for age, gender, race, and education (R2 = .235, F(5,144) = 8.86, p < .001).
CONCLUSIONS: A brief self-report measure, SCD-F, effectively identifies older adults at risk of financial mismanagement, even absent formal cognitive impairment. Monitoring subjective cognitive concerns together with financial interference could enable early intervention. This brief measure may be useful in clinical settings as a screening tool, and in large national surveys.",Emily V Flores; Moyosoreoluwa Jacobs; Peter A Lichtenberg; Vanessa Rorai,2025,Journal of ageing and longevity,Journal Article,eng,,Subjective cognitive decline; early cognitive change; excess spending; financial interference; financial vulnerability; older adults,,,
41076610,10.1007/s41999-025-01274-0,https://pubmed.ncbi.nlm.nih.gov/41076610/,Delirium in the long-term care: a challenge for clinicians and researchers-the negative outcomes related to delirium: a scoping review.,"BACKGROUND: Most previous studies on the outcomes of delirium have focused on acute care hospital settings. However, the number of residents in long-term care (LTC) facilities is increasing, and these individuals are at risk of experiencing adverse outcomes related to delirium. Recent studies suggest that delirium in LTC settings is associated with serious consequences-such as increased mortality, cognitive decline, and reduced physical function-similar to those reported in acute care. However, high-quality studies specific to this population remain limited.
PURPOSE: This scoping review aimed to identify adverse outcomes associated with delirium in long-term care settings and to explore appropriate outcome measures for future research.
METHODS: This scoping review was conducted in accordance with the Joanna Briggs Institute methodology and adhered to the PRISMA-ScR checklist to identify studies examining adverse outcomes of delirium in LTC settings. MEDLINE, EMBASE, and Web of Science were searched on May 2025.
RESULTS: A total of 14 studies met the inclusion criteria. Delirium was defined and evaluated using a variety of assessment tools, including DSM-IV-based algorithms, the Confusion Assessment Method (CAM), and the Short-CAM (S-CAM). Follow-up durations ranged from 1 week to 2 years. Despite substantial heterogeneity in study designs and outcome measures, multiple studies identified associations between delirium and adverse outcomes, such as increased mortality, cognitive decline, falls, and deterioration in activities of daily living (ADL).
CONCLUSIONS: This scoping review provides insight into adverse outcomes of delirium in LTC settings and the inherent heterogeneity across LTC settings.",Yasushi Takeya; Hidenori Arai,2025,European geriatric medicine,Journal Article; Scoping Review,eng,"Humans; Delirium / complications, diagnosis, mortality; Long-Term Care; Aged; Cognitive Dysfunction / etiology",Delirium; Long-term care; Nursing home; Older adults; Outcome,,,
40839940,10.1016/j.neurobiolaging.2025.07.017,https://pubmed.ncbi.nlm.nih.gov/40839940/,The relationship between racial discrimination and white matter among Black older adults.,"Black older adults experience worse brain and cognitive aging than White older adults, on average. Racially patterned psychosocial stressors may contribute to these disparities. Maintaining white matter health is important for cognitive aging, particularly among Black older adults, and it is uniquely vulnerable to stress. Examining associations between racial discrimination and white matter may elucidate mechanisms of disparities. A sample of Black older adults in the Washington Heights-Inwood Columbia Aging project were included (N = 217). Everyday and major life discrimination were self-reported on well-validated scales. Diffusion tensor imaging quantified white matter fractional anisotropy (FA). Multivariable regressions revealed more major life discrimination was associated with lower FA in the cingulum cingulate gyrus, forceps major, forceps minor, and inferior fronto-occipital fasciculus but greater FA in the superior longitudinal fasciculus temporal projection. Everyday discrimination was not associated with FA. Findings suggest that institutional racism may have a stronger effect on white matter tracts corresponding to cognitive and emotional/affective processing than interpersonal racism. White matter health may be a mechanism through which racially patterned stressors contribute to disparities in brain and cognitive aging.",Jordan D Palms; Ji Hyun Lee; Emily P Morris; Ketlyne Sol; Monica E Walters; Kiana A Scambray; Clarissa D Morales; Mohamad J Alshikho; Patrick J Lao; Jennifer J Manly; Adam M Brickman; Laura B Zahodne,2025,Neurobiology of aging,"Journal Article; Research Support, N.I.H., Intramural",eng,"Humans; White Matter / pathology, diagnostic imaging; Male; Female; Aged; Racism / psychology; Black or African American / psychology; Diffusion Tensor Imaging; Cognitive Aging / psychology; Middle Aged; Aged, 80 and over; Anisotropy; Aging / psychology, pathology; Stress, Psychological; Brain / pathology",Brain health; Diffusion tensor imaging (DTI); Fractional anisotropy (FA); Psychosocial stress; Racism,,,
40711762,10.1080/13607863.2025.2533493,https://pubmed.ncbi.nlm.nih.gov/40711762/,Reduced community-level social cohesion is associated with higher risk for financial exploitation.,"OBJECTIVES: Understanding the psychosocial and community risk factors associated with financial exploitation is essential in developing prevention strategies. Although previous work has identified factors related to increased risk such as poor financial literacy, cognitive decline, and worse mental health, less is known about social factors, particularly those tied to our community and how they interact with our ability to form meaningful relationships.
METHOD: To investigate this issue, we used a previously published national sample of U.S. adults aged 20 to 94 (N = 886). We used self-reported zip code data coupled with the US Census data to reconstruct community-level indicators of social cohesion (i.e. neighborhood disorder, neighborhood disadvantage, residential instability).
RESULTS: We found that reduced community-level social cohesion was associated with increased risk for financial exploitation. In addition, our exploratory analyses indicated that community-level indicators of social cohesion moderated the association between subjective cognitive decline and risk of financial exploitation. Specifically, individuals with higher levels of subjective cognitive decline residing in areas with low residential instability appeared to have lower risk of financial exploitation.
CONCLUSION: These results highlight how community-level factors contribute to risk for financial exploitation, which may provide a foundation for future work aimed at improving prevention strategies and public policy.",Tia Tropea; Yi Yang; Rita Ludwig; Dominic Fareri; Jeremy Mennis; David V Smith,2025,Aging & mental health,Journal Article,eng,"Humans; Male; Middle Aged; Female; Aged; Adult; Aged, 80 and over; Young Adult; United States; Residence Characteristics / statistics & numerical data; Neighborhood Characteristics / statistics & numerical data; Risk Factors; Cognitive Dysfunction / epidemiology",Financial exploitation; belonging; cognition; social cohesion; social support,,,
40545415,10.1016/j.jagp.2025.05.012,https://pubmed.ncbi.nlm.nih.gov/40545415/,Profiles of Vulnerability to Financial Exploitation in the Degenerative Dementias.,"OBJECTIVE: Financial decisions are necessary for independent living. There is evidence that dementia and cognitive impairment can impair the ability to pursue financial skills and lead to vulnerability to financial exploitation. Frontotemporal dementia (FTD) and to a lesser extent Alzheimer's disease (AD) promote susceptibility to deception. There is little evidence for other forms of degenerative dementia. To explore this topic, we developed a questionnaire that assesses financial behavior in four dementias: Alzheimer's disease (AD), behavioral variant Frontotemporal Dementia (bvFTD), semantic variant of Primary Progressive Aphasia (svPPA), and dementia with Lewy bodies (LBD).
DESIGN, SETTING, PARTICIPANTS: Participants were 166 consecutive patients with dementia (78 AD, 34 bvFTD, 22 svPPA, 32 LBD) involved in a cross-sectional study exploring financial frailty.
MEASUREMENTS: An experimental questionnaire, the Financial Frailty Battery (FFB), was administered to caregivers who were asked to report any behavioral changes after the onset of dementia in five domains related to financial behavior: Trust, Susceptibility to Scams, Behavioral Tendencies, Financial Management and Use of Money.
RESULTS: bvFTD showed alterations in all domains explored and was the only group prone to scams. AD and svPPA showed a greater tendency to trust people, exhibit certain behavioral tendencies, and engage in financial mismanagement, but no increased susceptibility to scams. LBD showed deficits in financial management and use of money, with preserved trust and no susceptibility to scams.
CONCLUSION: The presence of specific profiles regarding financial behavior in different forms of degenerative dementia may be useful to creating tailored protection strategies in clinical settings.",Veronica Cherubini; Oscar Prata; Lucrezia Fattobene; Maria Gabriella Ceravolo; Mauro Silvestrini; Simona Luzzi,2025,The American journal of geriatric psychiatry : official journal of the American Association for Geriatric Psychiatry,Journal Article,eng,"Humans; Aged; Female; Male; Frontotemporal Dementia / psychology, physiopathology; Cross-Sectional Studies; Alzheimer Disease / psychology, economics; Lewy Body Disease / psychology, physiopathology; Aphasia, Primary Progressive / psychology, physiopathology; Middle Aged; Aged, 80 and over; Trust / psychology; Financial Management; Surveys and Questionnaires; Dementia / psychology",Alzheimer's disease; dementia; financial exploitation vulnerability; frailty; frontotemporal dementia,,,
41206326,10.1016/j.inpsyc.2025.100162,https://pubmed.ncbi.nlm.nih.gov/41206326/,Cognitive functioning predicts vulnerability to financial exploitation in APOE e4 carriers.,"An emerging body of work suggests that financial exploitation vulnerability (FEV) may be an early marker of Alzheimer's disease (AD). We examined how APOE e4 genotype and cognition at baseline interact to predict subsequent FEV one year later. Participants were 95 older adults without dementia aged 50 or older (M age = 69.09, SD = 7.51; 72.63 % female; 72.63 % White non-Hispanic). Participants completed two annual assessments that included comprehensive neuropsychological testing and a measure of FEV. Saliva samples for APOE genotyping were collected. Linear regression models regressed Year 2 FEV on APOE, global cognition, and their interaction. Age, sex, education, and Year 1 FEV scores were covaried. Models were re-run considering cognitive domains separately (memory, language, and attention/working memory and executive functioning). Main effects of APOE and cognition were not found. However, cognition and APOE status interacted to predict Year 2 FEV. Specifically, worse cognitive functioning predicted higher FEV only for e4 carriers. Cognitive domain analyses revealed more nuanced relationships. Findings suggest that cognition is a relevant risk factor of FEV for e4 carriers, and support the emerging idea that FEV may be an early marker of AD-related neuropathological changes.",Gali H Weissberger; Hussein N Yassine; Jenna Axelrod; Laura Fenton; Daisy T Noriega-Makarskyy; Cassidy Molinare; Jordan T Williams; Emma Oyen; Paige Kim; Mark H C Lai; S Duke Han,2025,International psychogeriatrics,Journal Article,eng,,APOE; Alzheimer’s disease; Financial exploitation; Fraud; Scams,,,
40952241,10.1080/13825585.2025.2559699,https://pubmed.ncbi.nlm.nih.gov/40952241/,Charitable and memorable? Probing the effects of prosocial decisions on face memory in younger and older adults.,"Separate lines of evidence suggest that prosocial motives are increasingly prioritized with adult age, and that episodic memory remains sensitive to motivational influences throughout the adult lifespan. The current study was designed to examine the potential interplay of prosociality and episodic memory. By pairing a financial decision-making task with an incidental face recognition task, we examined the influence of prosocial decision-making on subsequent memory for associated information (i.e. faces) in healthy younger and older adults (N = 128). During the decision-making task, participants were presented with hypothetical financial transfers from their own account to a food bank charity, which was represented by the face of a food bank client. Prosocial reward was operationalized as the amount transferred to the charity per trial. During a subsequent surprise memory test, participants were asked to discriminate between faces seen during the decision-making task and new faces. Results revealed that older adults were more satisfied by, and more likely to accept, charitable transfers than younger adults, but there were no effects of prosocial reward on face recognition performance in either age group. These findings suggest that incidental encoding may not be sensitive to transient affective states associated with prosocial decisions in younger and older adults.",Shadini Dematagoda; Sana Junaid; Julia Spaniol,2025,"Neuropsychology, development, and cognition. Section B, Aging, neuropsychology and cognition","Clinical Trial; Journal Article; Research Support, Non-U.S. Gov't",eng,"Humans; Male; Female; Adolescent; Young Adult; Adult; Middle Aged; Healthy Volunteers; Age Factors; Decision Making; Facial Recognition; Memory, Episodic; Altruism; Reward",Aging; decision-making; face recognition; memory; motivation,,,
41163334,10.1177/15248380251383930,https://pubmed.ncbi.nlm.nih.gov/41163334/,A Scoping Review: Financial Exploitation Among Older People Living with Dementia.,"Financial exploitation (FE) is among the most commonly reported forms of elder abuse, with older people living with dementia facing a heightened risk due to various vulnerabilities. Given its high prevalence and deleterious impact, limited research has specifically addressed this critical issue, such as the lack of studies examining risk factors and intervention strategies. Guided by the methodological framework of Arksey and O'Malley, this scoping review aims to summarize the existing literature enhancing current knowledge and raising awareness about FE in this vulnerable population. Following a structured and systematic approach based on established scoping review protocols, we systematically searched 4 scientific databases (Ageline, Medline, CINAHL, and PsycINFO) for peer-reviewed articles published in English up to July 2024, identifying 21 articles for inclusion (14 quantitative and 7 qualitative). A comprehensive data extraction process identified seven key themes, including the prevalence of FE, the relationship between FE and cognitive function, case descriptions, risk factors, warning signs, strategies to address FE, and barriers (e.g., unclear professional responsibilities) and facilitators (e.g., strong advocacy services) to safeguarding. The findings emphasize the necessity for multilevel strategies to prevent and address FE at the individual, professional, institutional, and systemic levels. Research in this field is thematically diverse yet fragmented, with limited studies directly addressing the intersection of FE and dementia. These insights underscore the need for future research (e.g., adverse effects), policy-making (e.g., mandated reporting), and intervention development (e.g., caregiver education) to better support and protect this at-risk population.",Wenxing Wei; Sarah Balser,2025,"Trauma, violence & abuse",Journal Article; Review,eng,,criminology; disabilities; elder abuse; violence exposure; violence prevention,,,
41199940,10.3389/fnbeh.2025.1644777,https://pubmed.ncbi.nlm.nih.gov/41199940/,Contextual influences on risk-taking in children and adults.,"Human risk-taking is well known to be influenced by context-dependent factors. In a previous study, we demonstrated that non-human primates similarly exhibit contextual risk-preference: two species of great apes showed risk-prone or risk-neutral choices depending on the manner in which risk was presented. Here, we applied the same experimental paradigm to human participants across different age groups using a computerized online interface. Consistent with the findings in great apes, we observed shifts in risk preference contingent on the experimental context, with these effects particularly pronounced in children. In a subsequent experiment, we explored potential cognitive mechanisms underlying this preference shift, identifying a general propensity for exploration and framing effects as promising explanatory factors common to both humans and animals.",Penelope Lacombe; Klaus Zuberbühler; Christoph D Dahl,2025,Frontiers in behavioral neuroscience,Journal Article,eng,,behavioral economics; cognitive biases; decision-making; framing effect; risk preference; risk-taking behavior,,,
40858919,10.1007/s40120-025-00815-w,https://pubmed.ncbi.nlm.nih.gov/40858919/,Global Societal Burden of Alzheimer's Disease by Severity: a Targeted Literature Review.,"INTRODUCTION: Alzheimer's disease (AD) is among the costliest of illnesses for the elderly, placing a significant burden on healthcare systems and caregivers. Despite the depth of evidence, reviews lack a holistic assessment of such costs, falling short of illustrating unmet medical needs. The objective of this review was to therefore characterize the total societal economic burden of AD, broken down by care setting and disease severity.
METHODS: A targeted literature search of systematic reviews, cost-of-illness, and observational studies published between 2013 and 2024 was conducted on MEDLINE and Embase to identify articles reporting the economic burden of AD. Grey literature was hand-searched. Both direct and indirect costs were assessed, including societal burdens not often reported by AD-specific cost-of-illness studies such as financial delinquencies.
RESULTS: In total, 81 articles were reviewed in depth, including 20 systematic reviews and 61 studies or reports. Findings consistently demonstrated that societal costs of AD or dementia typically increased by at least 50% between consecutive severity levels, increasing with disease progression. Informal caregiving often comprised close to half of societal costs, regardless of care setting, disease severity, or region. While studies reporting costs of mild cognitive impairment (MCI) were limited, the economic burden reported for this stage was appreciable compared to mild AD. Evidence for the impact of AD, as early as MCI, on quality of life (e.g., emotional and mental strain) and personal financial management capabilities was also identified.
CONCLUSION: This review provides a comprehensive overview, from studies spanning over more than a decade, of the substantial societal economic burden associated with AD, across cost categories, care settings, disease stages, and regions. This review may be used to inform health economic evaluations of novel interventions with potential to reduce the enormous and growing global economic burden of AD and dementia.",Maria A Cavaco; Se Ryeong Jang; Christopher Olsen; Carolyn Bodnar; Nicole Ferko,2025,Neurology and therapy,Journal Article; Review,eng,,Alzheimer’s disease; Caregiver burden; Dementia; Direct costs; Economic burden; Indirect costs; Quality of life,,,
40616923,10.1016/j.gerinurse.2025.103467,https://pubmed.ncbi.nlm.nih.gov/40616923/,The impact of imposter syndrome on ego integrity and gender dynamics among aging nurses: A mixed-methods study.,"This study investigates the relationship between imposter syndrome and ego integrity among aging nurses, with a specific focus on gender dynamics, defined as gender-based perceptions, expectations, and role conflicts within the nursing profession. Imposter syndrome-characterized by persistent self-doubt and fears of being exposed as a fraud-remains prevalent among older adults, challenging assumptions that such feelings diminish with age. This mixed-methods study targeted aging nurses (aged 60 and above) working in primary health care centers, combining quantitative surveys (n = 90) with qualitative interviews (n = 15). Guided by Erikson's psychosocial development theory, the study explored how imposter feelings influence the attainment of ego integrity, a sense of life satisfaction and acceptance in later life. Quantitative findings revealed a significant negative correlation between imposter syndrome and ego integrity, indicating that higher imposter feelings hinder psychological well-being in aging nurses. Qualitative results enriched these findings through three main themes: (1) reflections on life achievements, (2) feelings of inadequacy and undeserved success, and (3) the emotional and psychological impact of imposter syndrome on aging. These insights highlight the need for tailored mental health interventions to support aging nurses in reconciling self-doubt with their professional and personal accomplishments.",Walaa Badawy; Mostafa Shaban,2025,"Geriatric nursing (New York, N.Y.)",Journal Article,eng,Humans; Female; Male; Middle Aged; Ego; Aging / psychology; Aged; Surveys and Questionnaires; Qualitative Research; Self Concept,Aging populations; Cognitive-behavioural therapy; Ego integrity; Imposter syndrome; Psychosocial well-being,,,
39696757,10.1111/jnp.12409,https://pubmed.ncbi.nlm.nih.gov/39696757/,Can machine learning assist us in the classification of older patients suffering from dementia based on classic neuropsychological tests and a new financial capacity test performance?,"AIMS: Predicting the diagnosis of an older adult solely based on their financial capacity performance or other neuropsychological test performance is still an open question. The aim of this study is to highlight which tests are of importance in diagnostic protocols by using recent advancements in machine learning.
METHODS: For this reason, a neuropsychological battery was administered in 543 older Greek patients already diagnosed with different types of neurocognitive disorders along with a test specifically measuring financial capacity, that is, Legal Capacity for Property Law Transactions Assessment Scale (LCPLTAS). The battery was analysed using a random forest algorithm. The objective was to predict whether an older person suffers from dementia. The algorithm's performance was tested through cross-validation.
RESULTS: Machine learning was applied for the first time in data analysis regarding financial capacity and three factors-tests were revealed as the best predictors: two subscales from the LCPLTAS measuring 'financial decision making' and 'cash transactions', and the widely used MMSE which measures general cognition. The algorithm demonstrated good performance as measured by the F1-score, which is a measure of the harmonic mean of precision and recall. This evaluation metric in binary and multi-class classification integrates precision and recall into a single metric to gain a better understanding of model performance.
CONCLUSIONS: These findings reveal the importance of focusing on these scales and tests in neuropsychological assessment protocols. Future research may clarify in other cultural settings if the same variables are of importance.",Vaitsa Giannouli; Stylianos Kampakis,2025,Journal of neuropsychology,Journal Article,eng,"Humans; Male; Neuropsychological Tests; Machine Learning; Aged; Female; Dementia / diagnosis, classification, psychology; Aged, 80 and over; Decision Making",dementia; financial capacity; machine learning; neuropsychological assessment,,,
